order_id,region_id,hour,date,day_of_week,is_weekend,weather,temperature,humidity,wind_speed,region_type,region_density,avg_income,price,price_level,price_increase,price_increase_pct,order_volume,ontime_rate,rider_supply,gmv,user_complaint_rate,competitor_price,holiday,promotion_active,historical_ontime_rate,historical_rider_supply,historical_order_volume,is_peak,true_cate,selection_bias,price_elasticity
ORD_20240102_R10_06,R10,6,2024-01-02,1,False,sunny,-0.6,73.1,4.6,cbd,0.11,21.3,5.92,low,-0.08,-0.013,50,0.854,20,0.174,0.025,5.85,False,False,0.835,20,37,False,0.02,0.0,-0.4
ORD_20240102_R10_07,R10,7,2024-01-02,1,False,sunny,2.0,66.0,42.7,cbd,0.11,21.3,10.22,medium,2.72,0.363,66,0.849,28,0.294,0.049,8.0,False,False,0.869,19,43,True,0.02,0.0,-0.4
ORD_20240102_R10_08,R10,8,2024-01-02,1,False,sunny,-3.3,30.6,1.1,cbd,0.11,21.3,8.99,low,1.49,0.199,58,0.853,26,0.233,0.023,7.08,False,False,0.806,27,60,True,0.02,0.0,-0.4
ORD_20240102_R10_09,R10,9,2024-01-02,1,False,sunny,-1.4,89.8,22.4,cbd,0.11,21.3,7.09,low,1.09,0.182,50,0.859,20,0.194,0.032,5.97,False,False,0.901,16,58,False,0.02,0.0,-0.4
ORD_20240102_R10_10,R10,10,2024-01-02,1,False,snowy,-13.7,45.6,10.6,cbd,0.11,21.3,10.76,high,4.76,0.793,50,0.771,20,0.258,0.064,5.46,False,False,0.768,22,52,False,0.2,1.0,0.5
ORD_20240102_R10_11,R10,11,2024-01-02,1,False,snowy,-7.5,85.6,7.7,cbd,0.11,21.3,13.79,high,6.29,0.839,54,0.76,20,0.308,0.058,6.69,False,False,0.818,28,53,True,0.2,1.0,0.5
ORD_20240102_R10_13,R10,13,2024-01-02,1,False,sunny,-2.9,59.6,15.0,cbd,0.11,21.3,5.44,low,-0.56,-0.093,50,0.893,20,0.165,0.036,6.26,False,False,0.91,18,81,False,0.02,0.0,-0.4
ORD_20240102_R10_14,R10,14,2024-01-02,1,False,rainy,-11.9,83.2,11.8,cbd,0.11,21.3,8.33,medium,2.33,0.388,50,0.812,20,0.216,0.029,6.17,False,False,0.808,17,36,False,0.02,0.6,-0.4
ORD_20240102_R10_15,R10,15,2024-01-02,1,False,rainy,0.4,73.8,5.7,cbd,0.11,21.3,8.71,medium,2.71,0.452,50,0.761,20,0.222,0.055,5.91,False,False,0.759,13,19,False,0.02,0.6,-0.4
ORD_20240102_R10_16,R10,16,2024-01-02,1,False,sunny,-2.6,87.4,6.7,cbd,0.11,21.3,5.19,low,-0.81,-0.135,50,0.848,20,0.161,0.019,6.36,False,False,0.852,16,60,False,0.02,0.0,-0.4
ORD_20240102_R10_17,R10,17,2024-01-02,1,False,sunny,3.9,35.4,15.3,cbd,0.11,21.3,9.28,medium,1.78,0.237,90,0.859,27,0.371,0.055,7.21,False,False,0.846,18,101,True,0.02,0.0,-0.4
ORD_20240102_R10_18,R10,18,2024-01-02,1,False,sunny,-2.6,69.9,14.3,cbd,0.11,21.3,9.26,medium,1.76,0.235,50,0.876,20,0.206,0.03,6.53,False,False,0.864,22,30,True,0.02,0.0,-0.4
ORD_20240102_R10_19,R10,19,2024-01-02,1,False,sunny,-2.8,50.5,5.0,cbd,0.11,21.3,9.56,medium,2.06,0.275,77,0.88,28,0.325,0.048,6.66,False,False,0.853,17,89,True,0.02,0.0,-0.4
ORD_20240102_R10_21,R10,21,2024-01-02,1,False,rainy,-5.0,72.0,10.6,cbd,0.11,21.3,12.88,high,5.38,0.717,72,0.814,20,0.388,0.064,7.17,False,False,0.822,18,91,True,0.15,0.6,0.25
ORD_20240102_R10_22,R10,22,2024-01-02,1,False,sunny,-4.0,45.9,27.2,cbd,0.11,21.3,5.39,low,-0.61,-0.102,50,0.872,20,0.164,0.041,4.39,False,False,0.835,19,49,False,0.02,0.0,-0.4
ORD_20240102_R10_23,R10,23,2024-01-02,1,False,sunny,-0.4,71.5,16.2,cbd,0.11,21.3,6.5,low,0.5,0.083,50,0.831,20,0.184,0.035,6.93,False,False,0.826,18,36,False,0.02,0.0,-0.4
ORD_20240103_R01_00,R01,0,2024-01-03,2,False,sunny,-1.6,36.7,0.1,suburb,0.3,25.7,7.06,low,0.06,0.009,78,0.853,26,0.275,0.044,6.37,False,False,0.827,26,68,False,0.02,0.0,-0.4
ORD_20240103_R01_01,R01,1,2024-01-03,2,False,sunny,-5.3,31.3,1.5,suburb,0.3,25.7,7.13,low,0.13,0.019,57,0.884,42,0.202,0.026,7.84,False,False,0.853,33,44,False,0.02,0.0,-0.4
ORD_20240103_R01_02,R01,2,2024-01-03,2,False,sunny,2.2,72.8,31.1,suburb,0.3,25.7,7.03,low,0.03,0.004,58,0.819,20,0.204,0.024,6.71,False,False,0.853,14,46,False,0.02,0.0,-0.4
ORD_20240103_R01_03,R01,3,2024-01-03,2,False,rainy,-3.6,87.9,11.0,suburb,0.3,25.7,9.47,medium,2.47,0.353,50,0.83,21,0.218,0.052,6.02,False,False,0.847,25,44,False,-0.05,0.6,-0.75
ORD_20240103_R01_04,R01,4,2024-01-03,2,False,rainy,-2.5,74.8,8.4,suburb,0.3,25.7,10.05,medium,3.05,0.436,50,0.81,25,0.228,0.042,5.46,False,False,0.775,27,59,False,-0.05,0.6,-0.75
ORD_20240103_R01_05,R01,5,2024-01-03,2,False,rainy,0.5,86.8,15.6,suburb,0.3,25.7,9.76,medium,2.76,0.394,50,0.806,20,0.223,0.034,6.66,False,False,0.855,22,57,False,-0.05,0.6,-0.75
ORD_20240103_R01_06,R01,6,2024-01-03,2,False,rainy,-2.5,94.8,7.9,suburb,0.3,25.7,10.31,medium,3.31,0.473,50,0.832,21,0.233,0.05,6.63,False,False,0.846,22,47,False,-0.05,0.6,-0.75
ORD_20240103_R01_07,R01,7,2024-01-03,2,False,sunny,-5.8,37.2,2.0,suburb,0.3,25.7,10.79,medium,2.29,0.269,109,0.857,41,0.469,0.044,9.07,False,False,0.841,38,92,True,0.02,0.0,-0.4
ORD_20240103_R01_09,R01,9,2024-01-03,2,False,rainy,-0.5,73.9,7.8,suburb,0.3,25.7,9.2,medium,2.2,0.314,50,0.79,21,0.213,0.039,6.46,False,False,0.768,24,36,False,-0.05,0.6,-0.75
ORD_20240103_R01_10,R01,10,2024-01-03,2,False,sunny,-1.7,78.5,3.3,suburb,0.3,25.7,6.63,low,-0.37,-0.053,50,0.826,29,0.169,0.041,6.05,False,False,0.86,29,34,False,0.02,0.0,-0.4
ORD_20240103_R01_11,R01,11,2024-01-03,2,False,sunny,-1.0,54.6,4.9,suburb,0.3,25.7,10.01,low,1.51,0.178,131,0.837,20,0.528,0.04,8.59,False,False,0.84,21,128,True,0.02,0.0,-0.4
ORD_20240103_R01_12,R01,12,2024-01-03,2,False,sunny,-0.2,33.7,11.4,suburb,0.3,25.7,10.47,medium,1.97,0.232,95,0.846,20,0.398,0.038,7.43,False,False,0.811,15,93,True,0.02,0.0,-0.4
ORD_20240103_R01_13,R01,13,2024-01-03,2,False,sunny,-3.6,48.3,10.9,suburb,0.3,25.7,6.42,low,-0.58,-0.083,50,0.843,28,0.165,0.039,8.36,False,False,0.821,29,68,False,0.02,0.0,-0.4
ORD_20240103_R01_14,R01,14,2024-01-03,2,False,rainy,-7.7,92.2,17.2,suburb,0.3,25.7,9.37,medium,2.37,0.339,50,0.789,21,0.216,0.048,6.19,False,False,0.831,31,83,False,-0.05,0.6,-0.75
ORD_20240103_R01_15,R01,15,2024-01-03,2,False,sunny,1.2,61.3,11.3,suburb,0.3,25.7,7.35,low,0.35,0.05,50,0.86,32,0.181,0.018,7.09,False,False,0.912,34,49,False,0.02,0.0,-0.4
ORD_20240103_R01_16,R01,16,2024-01-03,2,False,sunny,-4.9,51.3,0.4,suburb,0.3,25.7,7.5,low,0.5,0.071,5,0.836,26,0.184,0.049,4.27,False,False,0.861,32,48,False,0.02,0.0,-0.4
ORD_20240103_R01_17,R01,17,2024-01-03,2,False,snowy,-12.6,65.7,8.5,suburb,0.3,25.7,15.0,high,6.5,0.765,65,0.741,28,0.375,0.053,8.23,False,False,0.706,24,82,True,0.2,1.0,0.5
ORD_20240103_R01_18,R01,18,2024-01-03,2,False,snowy,-10.9,72.7,19.1,suburb,0.3,25.7,15.0,high,6.5,0.765,79,0.757,20,0.456,0.06,7.59,False,False,0.767,14,69,True,0.2,1.0,0.5
ORD_20240103_R01_19,R01,19,2024-01-03,2,False,sunny,-2.3,55.4,4.6,suburb,0.3,25.7,11.09,medium,2.59,0.305,131,0.884,27,0.577,0.038,8.82,False,False,0.896,32,148,True,0.02,0.0,-0.4
ORD_20240103_R01_20,R01,20,2024-01-03,2,False,snowy,-8.5,58.4,16.0,suburb,0.3,25.7,15.0,high,6.5,0.765,91,0.766,20,0.526,0.063,8.07,False,False,0.774,22,93,True,0.2,1.0,0.5
ORD_20240103_R01_21,R01,21,2024-01-03,2,False,sunny,0.5,59.2,12.5,suburb,0.3,25.7,10.48,medium,1.98,0.233,127,0.902,42,0.533,0.044,9.03,False,False,0.889,39,127,True,0.02,0.0,-0.4
ORD_20240103_R01_22,R01,22,2024-01-03,2,False,sunny,0.1,64.4,6.7,suburb,0.3,25.7,6.62,low,-0.38,-0.054,68,0.808,20,0.229,0.033,5.67,False,False,0.777,14,71,False,0.02,0.0,-0.4
ORD_20240103_R01_23,R01,23,2024-01-03,2,False,sunny,-0.2,78.0,8.7,suburb,0.3,25.7,6.67,low,-0.33,-0.047,50,0.833,33,0.169,0.037,9.03,False,False,0.817,26,26,False,0.02,0.0,-0.4
ORD_20240103_R02_00,R02,0,2024-01-03,2,False,rainy,-9.8,87.7,11.6,cbd,0.55,23.4,8.61,medium,2.61,0.435,78,0.806,51,0.344,0.058,5.71,False,False,0.801,53,93,False,0.02,0.6,-0.4
ORD_20240103_R02_02,R02,2,2024-01-03,2,False,snowy,-6.8,54.9,20.7,cbd,0.55,23.4,11.08,high,5.08,0.847,50,0.744,42,0.264,0.064,6.27,False,False,0.759,45,56,False,0.2,1.0,0.5
ORD_20240103_R02_03,R02,3,2024-01-03,2,False,sunny,0.0,49.5,0.2,cbd,0.55,23.4,6.6,low,0.6,0.1,108,0.845,59,0.401,0.043,5.56,False,False,0.871,61,114,False,0.02,0.0,-0.4
ORD_20240103_R02_04,R02,4,2024-01-03,2,False,rainy,-8.0,88.8,8.9,cbd,0.55,23.4,8.7,medium,2.7,0.45,65,0.77,45,0.289,0.05,4.98,False,False,0.773,47,57,False,0.02,0.6,-0.4
ORD_20240103_R02_05,R02,5,2024-01-03,2,False,snowy,-11.0,63.3,17.3,cbd,0.55,23.4,10.66,high,4.66,0.777,50,0.764,44,0.257,0.065,6.76,False,False,0.839,52,47,False,0.2,1.0,0.5
ORD_20240103_R02_06,R02,6,2024-01-03,2,False,rainy,-10.9,81.3,5.0,cbd,0.55,23.4,9.51,high,3.51,0.585,50,0.779,47,0.236,0.077,8.33,False,False,0.779,39,33,False,0.02,0.6,-0.4
ORD_20240103_R02_07,R02,7,2024-01-03,2,False,sunny,-4.5,65.1,5.7,cbd,0.55,23.4,10.07,medium,2.57,0.343,191,0.841,62,0.84,0.04,7.09,False,False,0.85,58,186,True,0.02,0.0,-0.4
ORD_20240103_R02_08,R02,8,2024-01-03,2,False,sunny,-7.8,49.1,9.2,cbd,0.55,23.4,8.7,low,1.2,0.16,151,0.857,62,0.592,0.025,7.57,False,False,0.943,55,156,True,0.02,0.0,-0.4
ORD_20240103_R02_09,R02,9,2024-01-03,2,False,sunny,-3.5,30.1,5.2,cbd,0.55,23.4,5.33,low,-0.67,-0.112,114,0.804,45,0.372,0.04,5.51,False,False,0.755,46,92,False,0.02,0.0,-0.4
ORD_20240103_R02_10,R02,10,2024-01-03,2,False,sunny,3.6,70.3,8.9,cbd,0.55,23.4,6.18,low,0.18,0.03,67,0.873,69,0.239,0.021,6.76,False,False,0.919,74,67,False,0.02,0.0,-0.4
ORD_20240103_R02_11,R02,11,2024-01-03,2,False,snowy,-12.0,31.2,7.6,cbd,0.55,23.4,14.62,high,7.12,0.949,140,0.75,32,0.839,0.078,6.98,False,False,0.795,27,140,True,0.2,1.0,0.5
ORD_20240103_R02_12,R02,12,2024-01-03,2,False,sunny,1.9,42.5,1.7,cbd,0.55,23.4,9.06,medium,1.56,0.208,168,0.86,47,0.68,0.028,6.23,False,False,0.861,40,158,True,0.02,0.0,-0.4
ORD_20240103_R02_13,R02,13,2024-01-03,2,False,rainy,-3.6,71.6,7.4,cbd,0.55,23.4,9.1,high,3.1,0.517,50,0.75,40,0.229,0.048,6.54,False,False,0.792,37,32,False,0.02,0.6,-0.4
ORD_20240103_R02_14,R02,14,2024-01-03,2,False,sunny,-5.1,86.3,8.2,cbd,0.55,23.4,5.8,low,-0.2,-0.033,96,0.868,53,0.329,0.024,6.8,False,False,0.867,48,98,False,0.02,0.0,-0.4
ORD_20240103_R02_15,R02,15,2024-01-03,2,False,rainy,-3.4,76.9,9.4,cbd,0.55,23.4,8.76,medium,2.76,0.46,58,0.791,43,0.259,0.051,5.8,False,False,0.788,48,55,False,0.02,0.6,-0.4
ORD_20240103_R02_16,R02,16,2024-01-03,2,False,sunny,-2.0,48.6,7.9,cbd,0.55,23.4,6.3,low,0.3,0.05,108,0.866,61,0.389,0.018,5.37,False,False,0.847,63,114,False,0.02,0.0,-0.4
ORD_20240103_R02_17,R02,17,2024-01-03,2,False,sunny,0.5,77.6,23.0,cbd,0.55,23.4,9.65,medium,2.15,0.287,164,0.84,43,0.697,0.027,7.13,False,True,0.834,47,166,True,0.02,0.0,-0.4
ORD_20240103_R02_18,R02,18,2024-01-03,2,False,snowy,-8.6,85.1,9.7,cbd,0.55,23.4,14.6,high,7.1,0.947,115,0.773,50,0.688,0.075,6.72,False,False,0.764,56,129,True,0.2,1.0,0.5
ORD_20240103_R02_19,R02,19,2024-01-03,2,False,sunny,-5.6,30.6,3.9,cbd,0.55,23.4,9.07,medium,1.57,0.209,171,0.818,36,0.692,0.033,9.12,False,False,0.798,34,179,True,0.02,0.0,-0.4
ORD_20240103_R02_20,R02,20,2024-01-03,2,False,sunny,-2.9,77.4,1.7,cbd,0.55,23.4,9.39,medium,1.89,0.252,134,0.844,50,0.558,0.05,7.33,False,False,0.812,50,128,True,0.02,0.0,-0.4
ORD_20240103_R02_21,R02,21,2024-01-03,2,False,sunny,-9.0,75.3,3.0,cbd,0.55,23.4,10.0,medium,2.5,0.333,186,0.851,46,0.814,0.049,6.97,False,True,0.875,39,174,True,0.02,0.0,-0.4
ORD_20240103_R02_22,R02,22,2024-01-03,2,False,sunny,-7.7,81.5,4.4,cbd,0.55,23.4,5.96,low,-0.04,-0.007,94,0.885,61,0.328,0.019,5.19,False,False,0.922,67,91,False,0.02,0.0,-0.4
ORD_20240103_R02_23,R02,23,2024-01-03,2,False,sunny,-8.8,67.0,4.3,cbd,0.55,23.4,5.39,low,-0.61,-0.102,101,0.859,63,0.332,0.024,6.02,False,False,0.862,63,121,False,0.02,0.0,-0.4
ORD_20240103_R03_00,R03,0,2024-01-03,2,False,sunny,-2.7,49.9,10.8,residential,0.12,15.5,3.77,low,-1.23,-0.246,50,0.877,20,0.153,0.022,5.22,False,False,0.88,19,59,False,0.02,0.0,-0.4
ORD_20240103_R03_01,R03,1,2024-01-03,2,False,rainy,-4.9,70.7,6.8,residential,0.12,15.5,7.85,high,2.85,0.57,50,0.804,20,0.225,0.038,4.41,False,True,0.798,26,22,False,0.02,0.6,-0.4
ORD_20240103_R03_02,R03,2,2024-01-03,2,False,sunny,-3.3,77.2,0.9,residential,0.12,15.5,4.56,low,-0.44,-0.088,50,0.86,20,0.167,0.045,3.74,False,False,0.799,30,49,False,0.02,0.0,-0.4
ORD_20240103_R03_03,R03,3,2024-01-03,2,False,snowy,-8.5,85.4,17.7,residential,0.12,15.5,10.11,high,5.11,1.022,50,0.739,20,0.264,0.071,5.74,False,True,0.736,17,43,False,0.2,1.0,0.5
ORD_20240103_R03_04,R03,4,2024-01-03,2,False,rainy,-4.3,71.3,17.7,residential,0.12,15.5,7.57,high,2.57,0.514,50,0.849,20,0.22,0.039,5.1,False,False,0.861,19,45,False,0.02,0.6,-0.4
ORD_20240103_R03_06,R03,6,2024-01-03,2,False,rainy,-2.9,75.1,20.9,residential,0.12,15.5,8.08,high,3.08,0.616,50,0.828,20,0.229,0.038,5.89,False,False,0.817,21,54,False,0.02,0.6,-0.4
ORD_20240103_R03_07,R03,7,2024-01-03,2,False,sunny,-4.4,57.9,7.8,residential,0.12,15.5,9.03,medium,2.53,0.389,55,0.828,20,0.241,0.054,6.1,False,False,0.855,20,76,True,0.08,0.0,-0.1
ORD_20240103_R03_08,R03,8,2024-01-03,2,False,sunny,3.0,60.8,8.3,residential,0.12,15.5,8.98,medium,2.48,0.382,86,0.864,20,0.376,0.044,7.15,False,False,0.869,17,97,True,0.08,0.0,-0.1
ORD_20240103_R03_09,R03,9,2024-01-03,2,False,snowy,-11.0,72.3,54.7,residential,0.12,15.5,9.63,high,4.63,0.926,50,0.755,20,0.256,0.036,5.84,False,False,0.756,21,35,False,0.2,1.0,0.5
ORD_20240103_R03_10,R03,10,2024-01-03,2,False,sunny,-5.8,58.3,5.8,residential,0.12,15.5,4.65,low,-0.35,-0.07,50,0.847,20,0.169,0.033,4.99,False,False,0.813,21,25,False,0.02,0.0,-0.4
ORD_20240103_R03_11,R03,11,2024-01-03,2,False,rainy,-10.2,77.8,6.7,residential,0.12,15.5,11.71,high,5.21,0.802,50,0.813,20,0.266,0.068,5.6,False,False,0.803,28,75,True,0.02,0.6,-0.4
ORD_20240103_R03_12,R03,12,2024-01-03,2,False,sunny,0.1,50.4,4.3,residential,0.12,15.5,7.62,low,1.12,0.172,66,0.862,20,0.257,0.023,6.4,False,False,0.868,22,61,True,0.08,0.0,-0.1
ORD_20240103_R03_13,R03,13,2024-01-03,2,False,snowy,-12.0,66.2,12.5,residential,0.12,15.5,10.62,high,5.62,1.124,50,0.764,20,0.273,0.072,4.37,False,False,0.76,15,43,False,0.2,1.0,0.5
ORD_20240103_R03_14,R03,14,2024-01-03,2,False,snowy,-8.8,63.2,5.3,residential,0.12,15.5,10.13,high,5.13,1.026,50,0.761,20,0.265,0.064,5.8,False,False,0.755,18,45,False,0.2,1.0,0.5
ORD_20240103_R03_15,R03,15,2024-01-03,2,False,sunny,-3.8,81.6,4.2,residential,0.12,15.5,4.96,low,-0.04,-0.008,50,0.836,20,0.174,0.028,7.26,False,False,0.867,22,57,False,0.02,0.0,-0.4
ORD_20240103_R03_16,R03,16,2024-01-03,2,False,sunny,-2.9,66.2,22.4,residential,0.12,15.5,4.45,low,-0.55,-0.11,50,0.852,20,0.165,0.02,5.55,False,True,0.853,12,66,False,0.02,0.0,-0.4
ORD_20240103_R03_17,R03,17,2024-01-03,2,False,rainy,0.2,81.5,11.9,residential,0.12,15.5,10.95,high,4.45,0.685,50,0.824,20,0.253,0.046,6.02,False,False,0.779,13,32,True,0.02,0.6,-0.4
ORD_20240103_R03_18,R03,18,2024-01-03,2,False,sunny,-2.0,74.0,4.9,residential,0.12,15.5,9.57,medium,3.07,0.472,261,0.84,20,0.398,0.042,7.2,False,False,0.833,18,107,True,0.08,0.0,-0.1
ORD_20240103_R03_19,R03,19,2024-01-03,2,False,sunny,2.0,73.3,2.0,residential,0.12,15.5,8.11,medium,1.61,0.248,150,0.796,20,0.203,0.03,6.92,False,False,0.803,17,64,True,0.08,0.0,-0.1
ORD_20240103_R03_20,R03,20,2024-01-03,2,False,sunny,-5.3,34.4,9.5,residential,0.12,15.5,8.48,medium,1.98,0.305,75,0.857,20,0.314,0.02,6.38,False,False,0.86,23,68,True,0.08,0.0,-0.1
ORD_20240103_R03_22,R03,22,2024-01-03,2,False,sunny,2.5,70.6,1.3,residential,0.12,15.5,5.4,low,0.4,0.08,50,0.887,20,0.182,0.033,5.33,False,False,0.932,22,30,False,0.02,0.0,-0.4
ORD_20240103_R03_23,R03,23,2024-01-03,2,False,rainy,-2.6,77.7,5.4,residential,0.12,15.5,7.7,high,2.7,0.54,50,0.813,20,0.222,0.022,4.48,False,True,0.829,6,71,False,0.02,0.6,-0.4
ORD_20240103_R04_00,R04,0,2024-01-03,2,False,sunny,-0.4,43.2,17.1,cbd,0.28,11.4,6.69,low,0.69,0.115,50,0.848,20,0.187,0.039,5.59,False,False,0.855,17,46,False,0.02,0.0,-0.4
ORD_20240103_R04_01,R04,1,2024-01-03,2,False,sunny,-8.9,37.2,1.9,cbd,0.28,11.4,5.69,low,-0.31,-0.052,50,0.84,32,0.17,0.034,5.15,False,True,0.861,34,30,False,0.02,0.0,-0.4
ORD_20240103_R04_02,R04,2,2024-01-03,2,False,sunny,-0.1,48.1,7.3,cbd,0.28,11.4,6.14,low,0.14,0.023,50,0.79,27,0.177,0.027,6.36,False,False,0.775,15,25,False,0.02,0.0,-0.4
ORD_20240103_R04_03,R04,3,2024-01-03,2,False,rainy,-8.5,87.3,8.2,cbd,0.28,11.4,7.8,medium,1.8,0.3,50,0.776,20,0.206,0.06,5.1,False,False,0.779,15,42,False,0.02,0.6,-0.4
ORD_20240103_R04_04,R04,4,2024-01-03,2,False,rainy,-4.6,94.7,7.1,cbd,0.28,11.4,9.66,high,3.66,0.61,50,0.78,20,0.239,0.067,6.06,False,True,0.738,17,58,False,0.02,0.6,-0.4
ORD_20240103_R04_05,R04,5,2024-01-03,2,False,sunny,35.0,85.4,7.3,cbd,0.28,11.4,6.13,low,0.13,0.022,66,0.836,22,0.234,0.038,4.95,False,False,0.796,29,62,False,0.02,0.0,-0.4
ORD_20240103_R04_06,R04,6,2024-01-03,2,False,sunny,3.7,49.9,2.2,cbd,0.28,11.4,6.14,low,0.14,0.023,50,0.836,22,0.177,0.025,5.39,False,False,0.792,18,58,False,0.02,0.0,-0.4
ORD_20240103_R04_07,R04,7,2024-01-03,2,False,sunny,4.1,34.2,1.7,cbd,0.28,11.4,9.54,medium,2.04,0.272,99,0.849,25,0.417,0.044,5.92,False,False,0.818,25,105,True,0.02,0.0,-0.4
ORD_20240103_R04_09,R04,9,2024-01-03,2,False,sunny,-5.3,74.1,11.4,cbd,0.28,11.4,6.21,low,0.21,0.035,51,0.861,20,0.182,0.032,7.03,False,False,0.821,17,46,False,0.02,0.0,-0.4
ORD_20240103_R04_10,R04,10,2024-01-03,2,False,rainy,-5.2,81.3,8.8,cbd,0.28,11.4,9.56,high,3.56,0.593,50,0.807,20,0.237,0.058,6.37,False,True,0.823,11,49,False,0.02,0.6,-0.4
ORD_20240103_R04_11,R04,11,2024-01-03,2,False,sunny,4.4,88.2,3.7,cbd,0.28,11.4,8.97,low,1.47,0.196,77,0.835,30,0.309,0.033,9.69,False,False,0.851,26,73,True,0.02,0.0,-0.4
ORD_20240103_R04_12,R04,12,2024-01-03,2,False,sunny,-2.2,73.3,5.7,cbd,0.28,11.4,10.6,medium,3.1,0.413,76,0.844,32,0.348,0.032,8.96,False,False,0.822,40,81,True,0.02,0.0,-0.4
ORD_20240103_R04_13,R04,13,2024-01-03,2,False,rainy,-7.1,86.1,7.4,cbd,0.28,11.4,8.31,medium,2.31,0.385,50,0.791,20,0.215,0.058,7.83,False,True,0.774,20,28,False,0.02,0.6,-0.4
ORD_20240103_R04_14,R04,14,2024-01-03,2,False,snowy,-13.2,84.1,10.8,cbd,0.28,11.4,11.4,high,5.4,0.9,50,0.749,20,0.27,0.055,5.16,False,False,0.823,16,58,False,0.2,1.0,0.5
ORD_20240103_R04_15,R04,15,2024-01-03,2,False,sunny,1.5,35.3,8.1,cbd,0.28,11.4,5.43,low,-0.57,-0.095,50,0.863,20,0.165,0.039,6.91,False,False,0.85,29,47,False,0.02,0.0,-0.4
ORD_20240103_R04_16,R04,16,2024-01-03,2,False,sunny,2.2,61.5,8.5,cbd,0.28,11.4,6.33,low,0.33,0.055,50,0.822,22,0.181,0.044,6.2,False,False,0.84,13,58,False,0.02,0.0,-0.4
ORD_20240103_R04_17,R04,17,2024-01-03,2,False,sunny,-0.2,75.5,2.4,cbd,0.28,11.4,9.62,medium,2.12,0.283,123,0.826,24,0.522,0.032,7.91,False,False,0.813,21,131,True,0.02,0.0,-0.4
ORD_20240103_R04_18,R04,18,2024-01-03,2,False,sunny,-4.9,70.4,0.9,cbd,0.28,11.4,9.21,medium,1.71,0.228,137,0.883,35,0.561,0.037,7.95,False,False,0.882,41,137,True,0.02,0.0,-0.4
ORD_20240103_R04_19,R04,19,2024-01-03,2,False,snowy,-9.5,58.4,8.3,cbd,0.28,11.4,13.34,high,5.84,0.779,50,0.802,20,0.277,0.037,8.47,False,False,0.737,18,53,True,0.2,1.0,0.5
ORD_20240103_R04_20,R04,20,2024-01-03,2,False,sunny,-2.7,57.4,9.6,cbd,0.28,11.4,9.7,medium,2.2,0.293,99,0.859,20,0.423,0.051,8.05,False,False,0.841,21,85,True,0.02,0.0,-0.4
ORD_20240103_R04_21,R04,21,2024-01-03,2,False,rainy,-6.8,80.3,6.7,cbd,0.28,11.4,12.02,high,4.52,0.603,132,0.793,20,0.671,0.054,7.3,False,False,0.8,17,146,True,0.15,0.6,0.25
ORD_20240103_R04_22,R04,22,2024-01-03,2,False,rainy,-8.3,72.0,9.5,cbd,0.28,11.4,9.4,high,3.4,0.567,50,0.831,20,0.234,0.046,7.35,False,False,0.804,20,57,False,0.02,0.6,-0.4
ORD_20240103_R04_23,R04,23,2024-01-03,2,False,rainy,-10.3,82.6,6.1,cbd,0.28,11.4,8.57,medium,2.57,0.428,50,0.78,20,0.22,0.035,6.43,False,False,0.767,25,64,False,0.02,0.6,-0.4
ORD_20240103_R05_00,R05,0,2024-01-03,2,False,sunny,-0.8,69.6,0.7,suburb,0.68,29.1,7.81,low,0.81,0.116,87,0.882,75,0.329,0.052,8.4,False,False,0.853,74,104,False,0.02,0.0,-0.4
ORD_20240103_R05_01,R05,1,2024-01-03,2,False,snowy,-8.8,62.1,15.3,suburb,0.68,29.1,12.19,high,5.19,0.741,102,0.77,56,0.542,0.043,7.14,False,False,0.73,50,118,False,0.2,1.0,0.5
ORD_20240103_R05_02,R05,2,2024-01-03,2,False,rainy,-8.2,84.0,20.5,suburb,0.68,29.1,10.49,medium,3.49,0.499,89,0.787,49,0.42,0.053,8.39,False,False,0.813,48,81,False,-0.05,0.6,-0.75
ORD_20240103_R05_03,R05,3,2024-01-03,2,False,sunny,2.5,64.6,0.0,suburb,0.68,29.1,6.01,low,-0.99,-0.141,138,0.885,71,0.435,0.01,6.6,False,False,0.911,72,120,False,0.02,0.0,-0.4
ORD_20240103_R05_04,R05,4,2024-01-03,2,False,rainy,-4.5,83.5,9.9,suburb,0.68,29.1,10.49,medium,3.49,0.499,113,0.819,75,0.534,0.039,5.7,False,False,0.83,70,89,False,-0.05,0.6,-0.75
ORD_20240103_R05_05,R05,5,2024-01-03,2,False,rainy,-7.1,94.8,6.1,suburb,0.68,29.1,9.75,medium,2.75,0.393,115,0.75,55,0.513,0.051,5.44,False,False,0.751,59,113,False,-0.05,0.6,-0.75
ORD_20240103_R05_06,R05,6,2024-01-03,2,False,snowy,-8.8,78.6,14.6,suburb,0.68,29.1,12.79,high,5.79,0.827,115,0.747,55,0.636,0.075,4.76,False,False,0.801,63,77,False,0.2,1.0,0.5
ORD_20240103_R05_07,R05,7,2024-01-03,2,False,rainy,-7.4,94.8,16.3,suburb,0.68,29.1,14.14,high,5.64,0.664,138,0.792,66,0.755,0.076,9.17,False,False,0.848,71,156,True,0.02,0.6,-0.4
