user_id,age_group,gender
U_11267,25-34,F
U_11268,25-34,M
U_11269,35-44,unknown
U_11270,25-34,M
U_11271,35-44,M
U_11272,45+,M
U_11273,35-44,F
U_11274,18-24,M
U_11275,25-34,M
U_11276,18-24,M
U_11277,18-24,M
U_11278,45+,F
U_11279,18-24,F
U_11280,25-34,F
U_11281,35-44,M
U_11282,35-44,M
U_11283,25-34,unknown
U_11284,18-24,M
U_11285,25-34,F
U_11286,25-34,M
U_11287,18-24,unknown
U_11288,25-34,M
U_11289,18-24,M
U_11290,18-24,F
U_11291,25-34,F
U_11292,18-24,M
U_11293,25-34,F
U_11294,35-44,F
U_11295,35-44,M
U_11296,18-24,M
U_11297,18-24,F
U_11298,18-24,M
U_11299,35-44,F
U_11300,35-44,M
U_11301,18-24,M
U_11302,45+,M
U_11303,18-24,F
U_11304,25-34,M
U_11305,35-44,M
U_11306,45+,M
U_11307,35-44,unknown
U_11308,35-44,M
U_11309,25-34,F
U_11310,35-44,M
U_11311,18-24,M
U_11312,45+,F
U_11313,25-34,F
U_11314,35-44,unknown
U_11315,25-34,unknown
U_11316,35-44,F
U_11317,25-34,F
U_11318,35-44,F
U_11319,18-24,M
U_11320,18-24,unknown
U_11321,18-24,F
U_11322,18-24,F
U_11323,45+,M
U_11324,18-24,M
U_11325,45+,unknown
U_11326,25-34,M
U_11327,18-24,M
U_11328,35-44,M
U_11329,35-44,F
U_11330,25-34,M
U_11331,25-34,F
U_11332,35-44,M
U_11333,18-24,F
U_11334,45+,F
U_11335,45+,M
U_11336,35-44,F
U_11337,18-24,M
U_11338,35-44,M
U_11339,18-24,F
U_11340,18-24,M
U_11341,25-34,M
U_11342,25-34,M
U_11343,45+,M
U_11344,35-44,F
U_11345,35-44,M
U_11346,25-34,unknown
U_11347,25-34,unknown
U_11348,25-34,M
U_11349,45+,M
U_11350,18-24,F
U_11351,45+,M
U_11352,25-34,M
U_11353,25-34,M
U_11354,35-44,F
U_11355,25-34,F
U_11356,45+,M
U_11357,45+,M
U_11358,25-34,unknown
U_11359,25-34,F
U_11360,25-34,F
U_11361,45+,F
U_11362,18-24,M
U_11363,35-44,F
U_11364,35-44,M
U_11365,35-44,M
U_11366,18-24,F
U_11367,35-44,M
U_11368,45+,unknown
U_11369,18-24,M
U_11370,18-24,unknown
U_11371,45+,unknown
U_11372,18-24,M
U_11373,45+,F
U_11374,25-34,M
U_11375,18-24,unknown
U_11376,45+,F
U_11377,25-34,F
U_11378,25-34,F
U_11379,25-34,M
U_11380,25-34,M
U_11381,18-24,M
U_11382,25-34,F
U_11383,45+,F
U_11384,25-34,F
U_11385,35-44,M
U_11386,25-34,F
U_11387,35-44,M
U_11388,18-24,F
U_11389,45+,unknown
U_11390,25-34,M
U_11391,18-24,M
U_11392,18-24,M
U_11393,18-24,F
U_11394,25-34,F
U_11395,25-34,F
U_11396,35-44,M
U_11397,25-34,F
U_11398,18-24,F
U_11399,35-44,M
U_11400,35-44,F
U_11401,18-24,M
U_11402,18-24,F
U_11403,18-24,F
U_11404,35-44,M
U_11405,35-44,F
U_11406,25-34,F
U_11407,35-44,M
U_11408,35-44,F
U_11409,25-34,F
U_11410,45+,M
U_11411,18-24,M
U_11412,18-24,M
U_11413,25-34,M
U_11414,18-24,M
U_11415,25-34,M
U_11416,45+,M
U_11417,18-24,unknown
U_11418,18-24,M
U_11419,25-34,F
U_11420,45+,F
U_11421,25-34,F
U_11422,25-34,M
U_11423,18-24,unknown
U_11424,18-24,F
U_11425,45+,F
U_11426,45+,M
U_11427,18-24,M
U_11428,45+,F
U_11429,35-44,M
U_11430,45+,F
U_11431,25-34,M
U_11432,25-34,F
U_11433,25-34,unknown
U_11434,35-44,F
U_11435,18-24,F
U_11436,18-24,F
U_11437,25-34,F
U_11438,35-44,unknown
U_11439,18-24,F
U_11440,35-44,F
U_11441,45+,M
U_11442,18-24,F
U_11443,35-44,M
U_11444,25-34,M
U_11445,45+,F
U_11446,18-24,F
U_11447,35-44,F
U_11448,35-44,M
U_11449,45+,M
U_11450,35-44,F
U_11451,25-34,M
U_11452,35-44,F
U_11453,45+,M
U_11454,25-34,M
U_11455,18-24,unknown
U_11456,45+,M
U_11457,35-44,M
U_11458,35-44,M
U_11459,18-24,unknown
U_11460,35-44,F
U_11461,25-34,M
U_11462,35-44,M
U_11463,18-24,F
U_11464,35-44,M
U_11465,45+,F
U_11466,18-24,M
U_11467,45+,M
U_11468,25-34,F
U_11469,45+,M
U_11470,35-44,F
U_11471,25-34,M
U_11472,35-44,M
U_11473,45+,unknown
U_11474,25-34,M
U_11475,25-34,F
U_11476,35-44,M
U_11477,35-44,F
U_11478,35-44,F
U_11479,35-44,M
U_11480,25-34,F
U_11481,35-44,F
U_11482,18-24,M
U_11483,25-34,F
U_11484,18-24,F
U_11485,25-34,M
U_11486,25-34,M
U_11487,25-34,M
U_11488,35-44,M
U_11489,25-34,F
U_11490,25-34,F
U_11491,18-24,unknown
U_11492,25-34,M
U_11493,18-24,M
U_11494,18-24,F
U_11495,35-44,F
U_11496,35-44,F
U_11497,35-44,M
U_11498,25-34,M
U_11499,25-34,M
U_11500,45+,unknown
U_11501,25-34,M
U_11502,25-34,F
U_11503,18-24,F
U_11504,25-34,M
U_11505,25-34,F
U_11506,25-34,F
U_11507,25-34,F
U_11508,25-34,M
U_11509,35-44,M
U_11510,35-44,M
U_11511,35-44,M
U_11512,35-44,F
U_11513,45+,F
U_11514,18-24,M
U_11515,18-24,F
U_11516,18-24,F
U_11517,35-44,M
U_11518,45+,M
U_11519,18-24,F
U_11520,45+,F
U_11521,18-24,F
U_11522,45+,M
U_11523,25-34,M
U_11524,18-24,M
U_11525,25-34,F
U_11526,25-34,F
U_11527,25-34,M
U_11528,25-34,F
U_11529,35-44,F
U_11530,25-34,F
U_11531,25-34,unknown
U_11532,35-44,M
U_11533,35-44,unknown
U_11534,25-34,M
U_11535,25-34,M
U_11536,18-24,F
U_11537,18-24,unknown
U_11538,35-44,F
U_11539,18-24,F
U_11540,25-34,F
U_11541,35-44,F
U_11542,18-24,M
U_11543,25-34,F
U_11544,25-34,F
U_11545,45+,F
U_11546,25-34,M
U_11547,35-44,F
U_11548,25-34,unknown
U_11549,18-24,F
U_11550,35-44,unknown
U_11551,45+,M
U_11552,35-44,F
U_11553,35-44,F
U_11554,45+,F
U_11555,18-24,F
U_11556,18-24,F
U_11557,35-44,F
U_11558,25-34,F
U_11559,35-44,M
U_11560,45+,F
U_11561,25-34,M
U_11562,18-24,M
U_11563,35-44,F
U_11564,25-34,M
U_11565,35-44,F
U_11566,25-34,M
U_11567,35-44,M
U_11568,18-24,F
U_11569,35-44,M
U_11570,25-34,F
U_11571,25-34,M
U_11572,18-24,M
U_11573,35-44,M
U_11574,45+,M
U_11575,18-24,F
U_11576,18-24,M
U_11577,18-24,F
U_11578,35-44,unknown
U_11579,35-44,F
U_11580,25-34,F
U_11581,18-24,M
U_11582,25-34,M
U_11583,25-34,F
U_11584,25-34,F
U_11585,45+,F
U_11586,18-24,F
U_11587,35-44,M
U_11588,25-34,M
U_11589,25-34,F
U_11590,35-44,F
U_11591,35-44,F
U_11592,45+,F
U_11593,18-24,M
U_11594,18-24,M
U_11595,35-44,F
U_11596,25-34,F
U_11597,25-34,F
U_11598,18-24,M
U_11599,18-24,M
U_11600,45+,F
U_11601,18-24,M
U_11602,25-34,F
U_11603,18-24,unknown
U_11604,25-34,F
U_11605,18-24,M
U_11606,25-34,F
U_11607,18-24,M
U_11608,35-44,M
U_11609,18-24,M
U_11610,25-34,M
U_11611,45+,unknown
U_11612,35-44,M
U_11613,25-34,M
U_11614,25-34,unknown
U_11615,25-34,M
U_11616,35-44,F
U_11617,45+,M
U_11618,35-44,M
U_11619,25-34,unknown
U_11620,35-44,M
U_11621,25-34,F
U_11622,18-24,M
U_11623,25-34,M
U_11624,45+,M
U_11625,18-24,M
U_11626,35-44,M
U_11627,18-24,F
U_11628,25-34,F
U_11629,18-24,M
U_11630,25-34,M
U_11631,35-44,unknown
U_11632,25-34,unknown
U_11633,35-44,F
U_11634,35-44,F
U_11635,45+,M
U_11636,18-24,M
U_11637,25-34,F
U_11638,18-24,F
U_11639,45+,F
U_11640,45+,M
U_11641,25-34,unknown
U_11642,35-44,F
U_11643,25-34,M
U_11644,35-44,F
U_11645,18-24,M
U_11646,35-44,M
U_11647,18-24,M
U_11648,35-44,M
U_11649,35-44,M
U_11650,35-44,F
U_11651,18-24,M
U_11652,25-34,F
U_11653,25-34,M
U_11654,25-34,M
U_11655,18-24,F
U_11656,45+,F
U_11657,25-34,unknown
U_11658,25-34,unknown
U_11659,25-34,M
U_11660,25-34,M
U_11661,35-44,F
U_11662,25-34,unknown
U_11663,45+,F
U_11664,25-34,F
U_11665,45+,F
U_11666,45+,M
U_11667,18-24,F
U_11668,45+,F
U_11669,18-24,F
U_11670,35-44,M
U_11671,25-34,M
U_11672,45+,M
U_11673,45+,M
U_11674,35-44,unknown
U_11675,35-44,M
U_11676,25-34,M
U_11677,18-24,M
U_11678,25-34,F
U_11679,18-24,F
U_11680,35-44,M
U_11681,25-34,M
U_11682,45+,M
U_11683,35-44,F
U_11684,35-44,M
U_11685,18-24,unknown
U_11686,45+,F
U_11687,45+,M
U_11688,25-34,F
U_11689,35-44,M
U_11690,35-44,F
U_11691,18-24,M
U_11692,25-34,F
U_11693,25-34,F
U_11694,18-24,unknown
U_11695,25-34,M
U_11696,18-24,M
U_11697,18-24,F
U_11698,18-24,unknown
U_11699,45+,unknown
U_11700,25-34,M
U_11701,45+,M
U_11702,25-34,F
U_11703,25-34,M
U_11704,25-34,M
U_11705,25-34,M
U_11706,18-24,F
U_11707,35-44,unknown
U_11708,18-24,unknown
U_11709,35-44,M
U_11710,35-44,F
U_11711,18-24,F
U_11712,18-24,M
U_11713,35-44,F
U_11714,25-34,M
U_11715,18-24,M
U_11716,45+,M
U_11717,18-24,M
U_11718,35-44,F
U_11719,45+,M
U_11720,18-24,M
U_11721,18-24,M
U_11722,18-24,F
U_11723,25-34,F
U_11724,18-24,F
U_11725,35-44,F
U_11726,18-24,M
U_11727,25-34,M
U_11728,45+,F
U_11729,35-44,M
U_11730,35-44,M
U_11731,25-34,F
U_11732,35-44,M
U_11733,25-34,M
U_11734,25-34,F
U_11735,18-24,M
U_11736,45+,F
U_11737,25-34,F
U_11738,18-24,F
U_11739,25-34,F
U_11740,25-34,M
U_11741,35-44,M
U_11742,35-44,M
U_11743,35-44,M
U_11744,18-24,unknown
U_11745,25-34,F
U_11746,25-34,M
U_11747,18-24,M
U_11748,25-34,M
U_11749,35-44,M
U_11750,18-24,M
U_11751,25-34,F
U_11752,18-24,F
U_11753,18-24,F
U_11754,18-24,M
U_11755,45+,M
U_11756,35-44,F
U_11757,45+,F
U_11758,25-34,F
U_11759,18-24,unknown
U_11760,25-34,F
U_11761,25-34,F
U_11762,35-44,M
U_11763,18-24,F
U_11764,25-34,M
U_11765,18-24,M
U_11766,25-34,F
U_11767,35-44,M
U_11768,25-34,M
U_11769,25-34,M
U_11770,25-34,M
U_11771,25-34,M
U_11772,35-44,M
U_11773,45+,M
U_11774,45+,M
U_11775,35-44,unknown
U_11776,25-34,M
U_11777,35-44,M
U_11778,25-34,F
U_11779,25-34,F
U_11780,35-44,F
U_11781,18-24,M
U_11782,45+,F
U_11783,25-34,F
U_11784,35-44,F
U_11785,35-44,F
U_11786,45+,F
U_11787,35-44,F
U_11788,35-44,F
U_11789,18-24,M
U_11790,25-34,F
U_11791,18-24,F
U_11792,35-44,M
U_11793,25-34,unknown
U_11794,35-44,M
U_11795,18-24,F
U_11796,18-24,F
U_11797,35-44,M
U_11798,18-24,F
U_11799,18-24,M
U_11800,18-24,M
U_11801,45+,M
U_11802,35-44,M
U_11803,25-34,M
U_11804,25-34,unknown
U_11805,25-34,unknown
U_11806,35-44,M
U_11807,35-44,F
U_11808,18-24,M
U_11809,18-24,M
U_11810,18-24,M
U_11811,35-44,unknown
U_11812,35-44,unknown
U_11813,25-34,M
U_11814,18-24,M
U_11815,18-24,M
U_11816,45+,F
U_11817,25-34,F
U_11818,35-44,M
U_11819,35-44,F
U_11820,25-34,M
U_11821,18-24,unknown
U_11822,18-24,F
U_11823,35-44,M
U_11824,35-44,F
U_11825,35-44,F
U_11826,25-34,M
U_11827,18-24,M
U_11828,45+,unknown
U_11829,35-44,M
U_11830,25-34,M
U_11831,45+,F
U_11832,35-44,F
U_11833,25-34,F
U_11834,35-44,unknown
U_11835,35-44,F
U_11836,35-44,M
U_11837,18-24,F
U_11838,25-34,F
U_11839,45+,M
U_11840,18-24,M
U_11841,25-34,M
U_11842,25-34,F
U_11843,25-34,F
U_11844,35-44,F
U_11845,45+,unknown
U_11846,18-24,M
U_11847,18-24,unknown
U_11848,18-24,F
U_11849,45+,M
U_11850,35-44,unknown
U_11851,25-34,M
U_11852,35-44,F
U_11853,45+,F
U_11854,35-44,F
U_11855,45+,F
U_11856,25-34,M
U_11857,35-44,F
U_11858,25-34,M
U_11859,35-44,F
U_11860,35-44,F
U_11861,35-44,unknown
U_11862,35-44,M
U_11863,18-24,F
U_11864,25-34,unknown
U_11865,45+,F
U_11866,45+,M
U_11867,18-24,M
U_11868,18-24,M
U_11869,18-24,F
U_11870,35-44,F
U_11871,35-44,unknown
U_11872,18-24,M
U_11873,25-34,M
U_11874,35-44,F
U_11875,35-44,F
U_11876,25-34,unknown
U_11877,25-34,F
U_11878,25-34,M
U_11879,25-34,F
U_11880,25-34,F
U_11881,35-44,F
U_11882,45+,M
U_11883,35-44,M
U_11884,35-44,M
U_11885,18-24,F
U_11886,25-34,M
U_11887,18-24,M
U_11888,18-24,M
U_11889,35-44,F
U_11890,45+,M
U_11891,18-24,F
U_11892,25-34,M
U_11893,35-44,M
U_11894,18-24,F
U_11895,25-34,M
U_11896,35-44,M
U_11897,35-44,M
U_11898,18-24,F
U_11899,25-34,F
U_11900,35-44,M
U_11901,25-34,M
U_11902,18-24,unknown
U_11903,35-44,F
U_11904,18-24,M
U_11905,35-44,F
U_11906,18-24,F
U_11907,45+,F
U_11908,25-34,F
U_11909,25-34,M
U_11910,18-24,M
U_11911,25-34,unknown
U_11912,45+,F
U_11913,45+,M
U_11914,25-34,unknown
U_11915,25-34,unknown
U_11916,35-44,unknown
U_11917,45+,F
U_11918,25-34,unknown
U_11919,25-34,M
U_11920,25-34,F
U_11921,35-44,F
U_11922,18-24,M
U_11923,35-44,M
U_11924,25-34,unknown
U_11925,35-44,M
U_11926,18-24,F
U_11927,25-34,M
U_11928,25-34,M
U_11929,35-44,F
U_11930,18-24,M
U_11931,25-34,F
U_11932,25-34,F
U_11933,25-34,M
U_11934,35-44,M
U_11935,35-44,M
U_11936,35-44,M
U_11937,25-34,F
U_11938,35-44,M
U_11939,25-34,M
U_11940,18-24,F
U_11941,18-24,M
U_11942,25-34,M
U_11943,35-44,M
U_11944,35-44,F
U_11945,35-44,unknown
U_11946,25-34,F
U_11947,25-34,M
U_11948,18-24,M
U_11949,25-34,F
U_11950,25-34,F
U_11951,18-24,unknown
U_11952,18-24,M
U_11953,25-34,M
U_11954,35-44,F
U_11955,45+,F
U_11956,45+,F
U_11957,35-44,F
U_11958,25-34,unknown
U_11959,35-44,F
U_11960,35-44,unknown
U_11961,18-24,unknown
U_11962,25-34,F
U_11963,35-44,M
U_11964,25-34,M
U_11965,25-34,F
U_11966,25-34,F
U_11967,18-24,F
U_11968,25-34,M
U_11969,25-34,M
U_11970,18-24,F
U_11971,18-24,M
U_11972,35-44,M
U_11973,25-34,M
U_11974,25-34,F
U_11975,25-34,M
U_11976,45+,F
U_11977,25-34,M
U_11978,25-34,unknown
U_11979,45+,F
U_11980,35-44,M
U_11981,18-24,M
U_11982,35-44,M
U_11983,25-34,F
U_11984,25-34,M
U_11985,18-24,M
U_11986,18-24,F
U_11987,35-44,M
U_11988,25-34,M
U_11989,25-34,F
U_11990,35-44,unknown
U_11991,35-44,M
U_11992,18-24,M
U_11993,35-44,unknown
U_11994,18-24,M
U_11995,35-44,unknown
U_11996,35-44,M
U_11997,45+,F
U_11998,18-24,M
U_11999,18-24,unknown
U_12000,25-34,M
U_12001,25-34,F
U_12002,18-24,M
U_12003,45+,M
U_12004,18-24,F
U_12005,25-34,F
U_12006,35-44,unknown
U_12007,25-34,M
U_12008,35-44,F
U_12009,18-24,M
U_12010,25-34,unknown
U_12011,18-24,unknown
U_12012,18-24,M
U_12013,45+,F
U_12014,18-24,F
U_12015,25-34,M
U_12016,25-34,F
U_12017,25-34,M
U_12018,45+,F
U_12019,18-24,M
U_12020,35-44,M
U_12021,45+,M
U_12022,25-34,F
U_12023,45+,F
U_12024,18-24,unknown
U_12025,25-34,M
U_12026,25-34,M
U_12027,35-44,F
U_12028,45+,F
U_12029,25-34,M
U_12030,35-44,M
U_12031,18-24,F
U_12032,25-34,M
U_12033,25-34,F
U_12034,45+,F
U_12035,35-44,F
U_12036,25-34,F
U_12037,18-24,M
U_12038,18-24,F
U_12039,18-24,F
U_12040,25-34,M
U_12041,45+,F
U_12042,25-34,M
U_12043,25-34,F
U_12044,18-24,F
U_12045,45+,F
U_12046,35-44,M
U_12047,18-24,M
U_12048,35-44,unknown
U_12049,25-34,F
U_12050,18-24,M
U_12051,25-34,M
U_12052,25-34,M
U_12053,18-24,F
U_12054,45+,F
U_12055,35-44,F
U_12056,35-44,F
U_12057,25-34,F
U_12058,25-34,M
U_12059,35-44,M
U_12060,25-34,F
U_12061,18-24,unknown
U_12062,25-34,F
U_12063,35-44,F
U_12064,25-34,F
U_12065,18-24,unknown
U_12066,35-44,M
U_12067,18-24,M
U_12068,25-34,unknown
U_12069,18-24,F
U_12070,25-34,M
U_12071,35-44,F
U_12072,25-34,M
U_12073,18-24,M
U_12074,45+,unknown
U_12075,45+,M
U_12076,45+,F
U_12077,18-24,M
U_12078,25-34,F
U_12079,45+,M
U_12080,35-44,F
U_12081,18-24,F
U_12082,18-24,F
U_12083,25-34,M
U_12084,45+,M
U_12085,25-34,M
U_12086,25-34,M
U_12087,18-24,F
U_12088,35-44,F
U_12089,35-44,F
U_12090,25-34,F
U_12091,35-44,M
U_12092,45+,M
U_12093,18-24,M
U_12094,25-34,F
U_12095,25-34,F
U_12096,35-44,M
U_12097,25-34,M
U_12098,35-44,F
U_12099,35-44,F
U_12100,25-34,F
U_12101,45+,M
U_12102,25-34,M
U_12103,18-24,unknown
U_12104,35-44,F
U_12105,35-44,M
U_12106,25-34,F
U_12107,45+,F
U_12108,45+,M
U_12109,25-34,M
U_12110,45+,M
U_12111,18-24,M
U_12112,18-24,F
U_12113,18-24,M
U_12114,45+,F
U_12115,35-44,unknown
U_12116,18-24,M
U_12117,25-34,F
U_12118,35-44,F
U_12119,18-24,F
U_12120,45+,F
U_12121,35-44,M
U_12122,25-34,F
U_12123,45+,F
U_12124,25-34,unknown
U_12125,45+,M
U_12126,35-44,unknown
U_12127,35-44,M
U_12128,18-24,unknown
U_12129,45+,F
U_12130,25-34,F
U_12131,18-24,F
U_12132,18-24,M
U_12133,25-34,M
U_12134,25-34,M
U_12135,35-44,M
U_12136,45+,M
U_12137,18-24,F
U_12138,35-44,F
U_12139,18-24,M
U_12140,45+,F
U_12141,35-44,F
U_12142,25-34,unknown
U_12143,35-44,F
U_12144,25-34,M
U_12145,25-34,F
U_12146,35-44,F
U_12147,25-34,M
U_12148,25-34,M
U_12149,25-34,M
U_12150,35-44,M
U_12151,25-34,M
U_12152,18-24,F
U_12153,35-44,M
U_12154,35-44,F
U_12155,18-24,F
U_12156,18-24,M
U_12157,18-24,M
U_12158,25-34,M
U_12159,25-34,M
U_12160,35-44,M
U_12161,35-44,M
U_12162,35-44,F
U_12163,25-34,F
U_12164,35-44,M
U_12165,25-34,M
U_12166,45+,F
U_12167,35-44,F
U_12168,18-24,F
U_12169,35-44,F
U_12170,25-34,M
U_12171,35-44,M
U_12172,18-24,F
U_12173,18-24,M
U_12174,45+,unknown
U_12175,18-24,F
U_12176,35-44,F
U_12177,25-34,M
U_12178,35-44,F
U_12179,35-44,F
U_12180,25-34,M
U_12181,25-34,M
U_12182,18-24,F
U_12183,18-24,F
U_12184,25-34,M
U_12185,35-44,M
U_12186,45+,F
U_12187,45+,F
U_12188,35-44,F
U_12189,35-44,F
U_12190,35-44,M
U_12191,25-34,F
U_12192,45+,M
U_12193,35-44,unknown
U_12194,25-34,F
U_12195,18-24,M
U_12196,25-34,M
U_12197,25-34,F
U_12198,45+,M
U_12199,25-34,M
U_12200,25-34,F
U_12201,45+,M
U_12202,18-24,F
U_12203,25-34,M
U_12204,18-24,F
U_12205,35-44,M
U_12206,45+,M
U_12207,25-34,F
U_12208,45+,F
U_12209,25-34,M
U_12210,45+,M
U_12211,35-44,F
U_12212,35-44,F
U_12213,18-24,unknown
U_12214,45+,unknown
U_12215,35-44,F
U_12216,25-34,M
U_12217,35-44,F
U_12218,25-34,F
U_12219,45+,M
U_12220,18-24,M
U_12221,35-44,M
U_12222,25-34,M
U_12223,18-24,M
U_12224,18-24,F
U_12225,18-24,F
U_12226,25-34,F
U_12227,25-34,M
U_12228,25-34,M
U_12229,25-34,F
U_12230,25-34,M
U_12231,35-44,F
U_12232,18-24,unknown
U_12233,45+,M
U_12234,45+,M
U_12235,35-44,F
U_12236,25-34,unknown
U_12237,45+,F
U_12238,18-24,F
U_12239,18-24,M
U_12240,18-24,unknown
U_12241,35-44,M
U_12242,18-24,M
U_12243,25-34,F
U_12244,45+,unknown
U_12245,45+,M
U_12246,25-34,M
U_12247,18-24,M
U_12248,35-44,M
U_12249,25-34,M
U_12250,18-24,unknown
U_12251,18-24,F
U_12252,45+,F
U_12253,35-44,F
U_12254,35-44,F
U_12255,45+,F
U_12256,25-34,F
U_12257,25-34,M
U_12258,25-34,F
U_12259,25-34,F
U_12260,25-34,F
U_12261,35-44,unknown
U_12262,35-44,M
U_12263,45+,F
U_12264,25-34,M
U_12265,35-44,F
U_12266,35-44,M
U_12267,25-34,M
U_12268,35-44,M
U_12269,18-24,F
U_12270,25-34,M
U_12271,18-24,unknown
U_12272,25-34,M
U_12273,25-34,unknown
U_12274,35-44,F
U_12275,45+,M
U_12276,35-44,M
U_12277,35-44,F
U_12278,25-34,F
U_12279,35-44,F
U_12280,18-24,M
U_12281,25-34,F
U_12282,25-34,unknown
U_12283,25-34,M
U_12284,18-24,M
U_12285,18-24,M
U_12286,25-34,F
U_12287,45+,F
U_12288,25-34,M
U_12289,25-34,M
U_12290,18-24,M
U_12291,35-44,M
U_12292,25-34,M
U_12293,18-24,unknown
U_12294,25-34,F
U_12295,18-24,M
U_12296,18-24,F
U_12297,18-24,F
U_12298,18-24,F
U_12299,18-24,M
U_12300,25-34,M
U_12301,35-44,unknown
U_12302,25-34,F
U_12303,25-34,M
U_12304,25-34,F
U_12305,45+,unknown
U_12306,25-34,M
U_12307,18-24,F
U_12308,35-44,unknown
U_12309,18-24,M
U_12310,25-34,F
U_12311,25-34,F
U_12312,45+,F
U_12313,25-34,M
U_12314,35-44,M
U_12315,45+,F
U_12316,18-24,M
U_12317,25-34,M
U_12318,25-34,M
U_12319,25-34,M
U_12320,25-34,unknown
U_12321,45+,M
U_12322,35-44,unknown
U_12323,35-44,M
U_12324,25-34,F
U_12325,35-44,M
U_12326,45+,F
U_12327,35-44,F
U_12328,18-24,M
U_12329,35-44,unknown
U_12330,18-24,M
U_12331,25-34,F
U_12332,18-24,unknown
U_12333,35-44,F
U_12334,35-44,unknown
U_12335,18-24,M
U_12336,25-34,M
U_12337,25-34,M
U_12338,25-34,F
U_12339,18-24,F
U_12340,25-34,M
U_12341,35-44,F
U_12342,18-24,M
U_12343,18-24,M
U_12344,25-34,F
U_12345,45+,F
U_12346,35-44,F
U_12347,35-44,M
U_12348,25-34,F
U_12349,25-34,M
U_12350,18-24,M
U_12351,35-44,F
U_12352,45+,F
U_12353,35-44,M
U_12354,45+,M
U_12355,35-44,F
U_12356,18-24,M
U_12357,45+,F
U_12358,18-24,F
U_12359,25-34,M
U_12360,18-24,F
U_12361,18-24,F
U_12362,25-34,M
U_12363,25-34,F
U_12364,25-34,M
U_12365,25-34,F
U_12366,18-24,M
U_12367,18-24,F
U_12368,25-34,M
U_12369,25-34,M
U_12370,35-44,F
U_12371,35-44,M
U_12372,35-44,M
U_12373,35-44,M
U_12374,25-34,M
U_12375,35-44,unknown
U_12376,25-34,F
U_12377,25-34,M
U_12378,35-44,F
U_12379,25-34,F
U_12380,35-44,unknown
U_12381,35-44,M
U_12382,45+,F
U_12383,45+,F
U_12384,25-34,F
U_12385,25-34,F
U_12386,25-34,M
U_12387,25-34,F
U_12388,35-44,F
U_12389,35-44,unknown
U_12390,35-44,M
U_12391,25-34,F
U_12392,18-24,unknown
U_12393,25-34,F
U_12394,18-24,F
U_12395,45+,F
U_12396,25-34,M
U_12397,18-24,F
U_12398,18-24,M
U_12399,35-44,F
U_12400,35-44,M
U_12401,25-34,F
U_12402,18-24,F
U_12403,25-34,M
U_12404,25-34,M
U_12405,35-44,unknown
U_12406,35-44,M
U_12407,25-34,M
U_12408,18-24,M
U_12409,45+,unknown
U_12410,25-34,unknown
U_12411,35-44,F
U_12412,18-24,F
U_12413,25-34,M
U_12414,18-24,unknown
U_12415,25-34,M
U_12416,45+,M
U_12417,25-34,M
U_12418,18-24,F
U_12419,18-24,F
U_12420,25-34,M
U_12421,18-24,unknown
U_12422,18-24,M
U_12423,35-44,M
U_12424,25-34,F
U_12425,25-34,F
U_12426,45+,F
U_12427,18-24,F
U_12428,45+,F
U_12429,25-34,M
U_12430,45+,F
U_12431,35-44,unknown
U_12432,35-44,M
U_12433,45+,F
U_12434,25-34,F
U_12435,45+,M
U_12436,25-34,unknown
U_12437,25-34,F
U_12438,25-34,M
U_12439,25-34,M
U_12440,18-24,M
U_12441,25-34,F
U_12442,25-34,F
U_12443,35-44,unknown
U_12444,35-44,M
U_12445,25-34,M
U_12446,25-34,M
U_12447,25-34,F
U_12448,18-24,unknown
U_12449,18-24,F
U_12450,25-34,M
U_12451,25-34,F
U_12452,45+,F
U_12453,25-34,M
U_12454,25-34,F
U_12455,25-34,M
U_12456,18-24,M
U_12457,25-34,M
U_12458,35-44,F
U_12459,25-34,M
U_12460,25-34,M
U_12461,45+,M
U_12462,45+,F
U_12463,35-44,unknown
U_12464,25-34,F
U_12465,35-44,M
U_12466,18-24,M
U_12467,25-34,M
U_12468,18-24,M
U_12469,25-34,F
U_12470,25-34,F
U_12471,18-24,F
U_12472,45+,F
U_12473,45+,M
U_12474,35-44,M
U_12475,25-34,F
U_12476,45+,M
U_12477,18-24,M
U_12478,35-44,M
U_12479,18-24,M
U_12480,35-44,M
U_12481,25-34,F
U_12482,45+,F
U_12483,45+,M
U_12484,18-24,M
U_12485,25-34,F
U_12486,45+,M
U_12487,25-34,M
U_12488,45+,M
U_12489,25-34,M
U_12490,25-34,F
U_12491,25-34,F
U_12492,18-24,M
U_12493,35-44,M
U_12494,25-34,M
U_12495,25-34,M
U_12496,25-34,unknown
U_12497,25-34,F
U_12498,45+,F
U_12499,45+,F
U_12500,25-34,F
U_12501,35-44,F
U_12502,35-44,M
U_12503,25-34,M
U_12504,45+,F
U_12505,18-24,M
U_12506,18-24,unknown
U_12507,45+,F
U_12508,25-34,unknown
U_12509,35-44,M
U_12510,45+,F
U_12511,18-24,M
U_12512,45+,unknown
U_12513,25-34,M
U_12514,25-34,F
U_12515,35-44,F
U_12516,45+,M
U_12517,18-24,F
U_12518,25-34,unknown
U_12519,35-44,M
U_12520,35-44,F
U_12521,35-44,M
U_12522,18-24,F
U_12523,25-34,F
U_12524,25-34,M
U_12525,35-44,M
U_12526,25-34,F
U_12527,18-24,M
U_12528,45+,M
U_12529,18-24,F
