user_id,age,gender,city_tier,membership_level,historical_gmv,historical_orders,activity_score,coupon_sensitivity,treatment,gmv
11606,25,0,1,1,288.18,0,41.31,0.375,1,126.57
11607,36,0,2,1,321.16,1,8.22,0.611,0,103.94
11608,51,0,3,0,14.73,0,20.96,0.253,1,113.23
11609,38,0,2,1,85.29,0,11.39,0.633,1,167.89
11610,32,1,2,0,113.02,1,10.36,0.425,1,114.83
11611,32,1,2,1,850.09,1,26.5,0.667,1,211.52
11612,19,1,2,1,73.88,0,37.52,0.467,1,129.88
11613,43,1,1,0,9.37,0,21.05,0.025,0,44.26
11614,34,1,3,0,44.49,0,88.35,0.543,1,173.94
11615,33,1,3,2,67.13,1,34.88,0.509,0,109.14
11616,65,1,1,1,11.16,0,47.79,0.518,0,56.95
11617,37,0,2,2,474.59,0,10.12,0.808,0,124.62
11618,27,1,2,0,22.57,0,8.22,0.424,1,96.17
11619,30,0,2,1,253.47,0,39.82,0.393,0,119.32
11620,46,1,3,0,40.01,0,13.88,0.375,1,105.41
11621,36,1,2,0,905.4,2,29.79,0.401,1,189.74
11622,20,0,2,1,106.55,0,49.52,0.485,0,111.97
11623,44,1,3,2,83.52,0,20.08,0.155,0,99.03
11624,28,0,2,1,279.75,0,23.55,0.66,0,76.01
11625,53,0,3,2,44.31,0,22.05,0.676,1,150.17
11626,45,0,3,1,296.09,0,37.86,0.453,0,110.76
11627,30,1,2,1,83.26,0,11.17,0.808,1,126.14
11628,47,1,3,2,72.71,1,16.83,0.512,0,93.19
11629,35,1,3,1,133.61,0,6.04,0.321,0,87.2
11630,43,0,2,1,40.14,2,34.69,0.267,1,95.48
11631,39,1,3,1,118.03,0,36.43,0.385,0,77.35
11632,26,1,3,1,223.05,2,46.83,0.677,1,174.55
11633,28,0,4,2,9.3,0,19.0,0.09,1,122.0
11634,45,1,3,0,549.81,1,55.37,0.487,0,129.03
11635,31,0,4,0,395.11,0,39.62,0.13,1,164.1
11636,30,0,1,2,16.03,0,34.36,0.407,0,90.21
11637,25,1,3,2,13.3,0,15.98,0.591,0,77.09
11638,39,1,2,1,407.6,1,14.7,0.669,1,184.66
11639,55,0,1,0,371.45,0,40.79,0.462,1,199.75
11640,24,0,3,1,313.45,1,38.22,0.478,1,168.39
11641,35,0,3,0,26.78,0,15.36,0.313,0,61.47
11642,49,0,2,1,1331.91,4,56.96,0.393,1,243.31
11643,34,0,3,0,59.98,0,17.83,0.169,1,98.42
11644,39,0,2,1,197.82,1,26.2,0.609,0,62.46
11645,24,1,2,0,200.76,0,9.29,0.257,0,74.16
11646,39,0,2,1,1003.77,3,44.02,0.358,0,171.7
11647,33,1,2,1,172.47,3,11.48,0.376,0,76.75
11648,44,1,2,1,244.45,0,31.96,0.127,0,113.39
11649,46,0,3,0,135.29,0,52.6,0.4,1,144.47
11650,60,0,1,0,35.31,0,15.08,0.404,1,135.21
11651,40,1,1,1,9.19,0,42.13,0.514,0,107.66
11652,38,0,3,1,154.33,0,29.25,0.794,0,85.93
11653,36,0,3,1,27.25,0,12.73,0.362,0,83.47
11654,31,0,2,0,225.93,1,38.4,0.189,0,98.13
11655,38,1,2,2,177.42,0,35.87,0.543,1,175.22
11656,32,1,2,2,172.31,0,5.1,0.337,0,94.41
11657,36,1,3,1,41.95,0,19.33,0.529,0,64.53
11658,48,1,4,1,514.84,0,7.7,0.066,0,120.81
11659,24,0,3,2,262.36,0,5.92,0.668,1,152.09
11660,46,0,1,2,35.94,0,46.9,0.654,1,192.66
11661,48,0,3,3,1776.25,2,12.37,0.21,1,308.41
11662,33,0,2,1,115.24,1,19.58,0.448,1,192.98
11663,18,0,2,3,29.93,0,8.8,0.298,0,84.25
11664,28,0,2,0,59.74,0,38.78,0.466,1,147.79
11665,47,0,3,1,24.27,0,10.08,0.59,0,105.58
11666,34,0,3,1,758.48,1,35.4,0.43,0,158.87
11667,25,0,3,1,542.69,1,42.35,0.537,1,176.48
11668,29,1,3,1,360.46,1,9.29,0.378,0,94.16
11669,43,1,2,0,287.54,1,35.02,0.201,0,79.51
11670,40,1,2,2,663.82,0,10.33,0.513,0,159.9
11671,32,0,3,1,111.01,0,41.4,0.598,0,102.4
11672,31,1,3,3,246.46,2,35.32,0.582,0,144.01
11673,31,0,3,0,56.02,0,39.99,0.7,1,163.43
11674,25,0,2,1,123.45,0,27.77,0.558,0,57.28
11675,51,0,3,1,254.7,0,22.84,0.215,0,100.67
11676,31,1,2,1,3.68,0,26.21,0.228,0,77.67
11677,47,1,3,2,70.55,0,12.02,0.232,0,93.56
11678,50,0,2,0,180.91,0,36.13,0.309,1,112.46
11679,44,0,4,0,135.23,1,41.2,0.368,1,141.86
11680,30,0,2,2,86.24,0,26.54,0.371,1,134.41
11681,39,0,3,1,300.96,1,23.64,0.192,0,90.33
11682,34,0,3,0,63.48,0,25.08,0.101,0,56.79
11683,25,0,2,1,34.25,1,24.98,0.418,1,105.66
11684,38,1,1,1,614.32,1,13.26,0.667,0,140.73
11685,23,0,3,1,518.62,3,30.87,0.38,1,111.44
11686,46,0,2,0,72.31,1,9.15,0.551,0,73.82
11687,30,0,2,1,136.67,0,31.43,0.633,0,89.62
11688,37,0,4,1,409.6,1,14.51,0.246,1,144.23
11689,37,1,3,2,156.47,1,21.4,0.454,0,113.66
11690,32,0,2,2,280.41,0,73.05,0.426,1,171.99
11691,40,1,3,1,262.61,1,23.33,0.38,0,85.03
11692,30,1,3,1,101.19,0,26.29,0.288,1,106.3
11693,43,1,3,0,275.64,0,9.96,0.29,0,56.32
11694,21,1,3,1,46.62,0,52.69,0.138,1,127.14
11695,36,1,3,0,238.2,0,9.1,0.347,0,118.49
11696,54,1,2,2,135.79,0,42.44,0.328,0,94.78
11697,24,0,3,2,96.27,0,40.26,0.328,1,152.57
11698,28,1,1,1,33.25,0,60.85,0.589,0,65.36
11699,40,1,1,0,173.81,0,41.38,0.355,0,88.81
11700,36,1,3,0,155.44,0,36.68,0.488,0,88.21
11701,38,1,1,2,54.19,0,20.19,0.344,0,100.14
11702,39,1,3,2,21.84,0,9.07,0.434,0,52.22
11703,41,1,3,0,20.63,0,7.17,0.107,0,75.21
11704,46,1,2,1,109.41,0,26.87,0.148,0,59.4
11705,39,1,1,0,214.39,0,22.29,0.155,1,168.02
11706,32,1,3,0,1366.44,3,2.95,0.331,1,218.93
11707,41,1,4,0,140.59,0,35.21,0.432,1,174.6
11708,53,1,3,1,21.11,0,9.5,0.384,1,147.11
11709,33,1,3,0,115.78,0,36.6,0.576,0,65.81
11710,25,1,2,0,666.23,1,16.77,0.231,0,99.37
11711,46,0,1,0,65.41,0,7.61,0.292,0,62.9
11712,33,0,3,1,568.12,0,12.67,0.196,0,105.94
11713,18,1,2,1,183.25,0,29.8,0.924,0,122.87
11714,43,1,4,0,322.55,2,39.55,0.327,0,136.06
11715,29,0,2,2,1381.09,1,7.03,0.379,1,246.67
11716,34,0,3,0,16.37,0,4.09,0.655,1,125.84
11717,38,1,3,1,435.2,1,54.28,0.229,0,131.45
11718,36,1,3,0,132.47,0,9.17,0.589,0,30.23
11719,42,1,3,0,47.51,0,29.15,0.528,1,160.9
11720,30,1,4,0,131.53,0,20.51,0.564,0,50.21
11721,40,0,4,0,1129.09,2,38.48,0.429,0,170.57
11722,32,0,4,2,736.52,2,14.66,0.592,1,217.76
11723,42,0,3,1,13.45,0,36.28,0.317,0,46.44
11724,41,1,3,2,58.92,1,9.2,0.545,1,136.68
11725,25,0,3,0,460.11,0,12.78,0.787,0,89.1
11726,45,1,1,1,144.59,0,17.4,0.399,0,91.11
11727,29,1,2,0,145.24,0,26.01,0.266,0,74.04
11728,43,1,1,2,22.6,0,12.25,0.228,1,143.77
11729,38,1,1,3,60.67,0,20.49,0.241,1,159.95
11730,53,0,2,2,29.08,0,23.23,0.583,1,169.69
11731,32,1,1,0,20.41,0,47.46,0.067,1,129.42
11732,31,0,4,1,32.81,0,18.77,0.281,1,135.19
11733,34,0,3,0,48.73,0,21.48,0.411,1,89.93
11734,31,0,1,0,59.54,1,10.39,0.481,0,106.3
11735,42,0,2,0,54.02,0,10.69,0.469,1,99.67
11736,18,1,3,0,504.99,0,14.6,0.174,0,136.73
11737,24,1,3,1,49.97,0,8.09,0.33,0,64.57
11738,24,0,4,1,821.74,1,43.83,0.301,1,215.75
11739,44,0,4,1,83.03,0,38.21,0.772,1,148.54
11740,52,1,4,2,251.4,0,44.38,0.338,0,126.74
11741,33,1,2,0,261.22,1,47.49,0.644,0,92.83
11742,33,0,2,0,50.53,0,23.99,0.479,0,19.0
11743,35,1,3,1,100.11,0,40.73,0.229,0,86.82
11744,46,1,2,1,81.16,0,78.17,0.174,0,142.41
11745,25,1,3,0,232.04,0,29.72,0.44,0,76.12
11746,37,0,3,2,127.15,0,19.42,0.038,0,107.73
11747,44,1,3,1,60.46,0,53.18,0.47,0,68.04
11748,40,1,2,1,171.21,0,27.92,0.697,0,87.41
11749,36,1,3,1,223.08,0,30.1,0.417,1,148.69
11750,45,1,3,1,1366.56,2,21.52,0.767,1,248.98
11751,18,1,4,1,161.06,0,23.1,0.364,0,76.37
11752,41,0,2,1,150.21,1,3.25,0.264,1,97.65
11753,28,1,4,0,248.16,0,19.68,0.339,1,149.18
11754,18,1,3,3,47.5,0,39.39,0.699,0,104.18
11755,40,1,3,1,18.72,0,21.75,0.076,1,68.63
11756,48,0,3,1,102.05,1,12.61,0.164,1,72.85
11757,33,0,3,1,537.28,1,11.32,0.357,0,138.6
11758,44,1,2,1,652.14,3,40.29,0.351,0,147.03
11759,51,1,2,0,15.56,0,22.0,0.516,0,49.49
11760,48,0,4,2,330.07,0,20.43,0.121,1,177.04
11761,51,1,3,2,10.79,0,66.7,0.772,0,96.57
11762,42,0,2,0,257.5,1,28.97,0.281,0,93.09
11763,35,1,3,0,239.66,0,33.23,0.091,0,112.0
11764,18,1,2,3,18.75,1,25.63,0.259,0,114.09
11765,32,0,2,2,492.78,0,24.77,0.489,1,184.78
11766,26,1,3,1,1203.04,1,11.54,0.378,1,214.58
11767,56,1,2,1,137.69,0,29.2,0.613,1,116.41
11768,33,0,1,2,175.77,0,30.46,0.361,0,108.33
11769,36,1,2,0,875.63,3,21.53,0.317,1,191.41
11770,40,0,3,1,38.41,0,53.56,0.353,1,105.85
11771,35,1,1,1,39.6,0,60.35,0.137,1,123.25
11772,51,0,2,2,54.2,0,13.79,0.534,0,82.52
11773,28,0,2,0,155.17,0,54.11,0.54,0,95.83
11774,36,0,1,1,154.67,0,29.29,0.536,1,140.6
11775,27,0,1,1,76.41,0,44.22,0.083,0,54.88
11776,21,1,1,2,103.48,0,20.37,0.717,0,71.36
11777,28,0,2,1,77.67,0,3.67,0.366,0,90.96
11778,34,0,3,2,82.26,1,23.18,0.434,0,69.93
11779,30,1,2,2,59.01,0,43.43,0.115,0,86.78
11780,28,1,1,1,59.59,0,15.33,0.745,1,100.51
11781,20,1,1,0,13.45,0,28.29,0.271,0,81.12
11782,34,1,2,1,113.48,0,11.24,0.366,0,75.03
11783,19,1,3,2,14.2,0,21.32,0.419,0,61.44
11784,42,0,2,0,365.28,0,25.98,0.262,0,93.74
11785,35,1,2,1,75.8,0,19.62,0.632,0,119.09
11786,20,1,2,0,128.6,0,24.78,0.404,1,131.26
11787,31,0,3,0,94.84,0,33.47,0.355,1,158.89
11788,27,0,1,1,110.73,0,72.57,0.741,0,81.47
11789,38,0,3,1,675.9,1,30.49,0.273,1,170.54
11790,48,0,2,1,29.32,1,9.0,0.493,0,45.51
11791,18,1,1,2,21.16,0,19.18,0.67,1,138.84
11792,36,1,3,0,171.27,0,36.41,0.183,0,80.76
11793,33,1,3,0,81.85,0,29.43,0.327,1,143.12
11794,41,1,3,2,228.5,1,17.38,0.202,0,118.8
11795,37,0,2,1,350.69,1,30.64,0.641,1,182.27
11796,27,0,3,0,39.35,0,20.97,0.402,0,32.82
11797,31,1,2,2,306.15,0,32.71,0.337,1,171.1
11798,27,0,3,2,43.54,0,26.75,0.322,0,53.74
11799,45,0,3,1,162.31,0,44.37,0.149,0,109.0
11800,35,1,1,2,33.64,0,46.15,0.484,0,104.49
11801,54,1,3,0,173.92,0,10.23,0.134,0,81.62
11802,34,0,3,0,144.74,0,17.94,0.424,0,83.59
11803,27,1,2,2,39.51,0,41.41,0.259,1,171.74
11804,19,1,4,1,29.08,0,2.69,0.316,0,71.02
11805,18,0,3,0,365.32,0,21.63,0.661,0,101.68
11806,19,1,2,1,86.18,0,10.31,0.119,0,78.34
11807,37,0,4,1,499.91,0,22.05,0.064,1,124.13
11808,40,1,2,0,77.32,0,29.93,0.874,1,158.54
11809,19,1,3,1,708.12,1,13.64,0.272,0,126.88
11810,43,1,3,0,47.56,0,34.52,0.148,1,144.51
11811,30,0,3,1,868.96,1,31.47,0.406,0,151.1
11812,36,0,2,1,182.96,0,34.9,0.111,1,118.63
11813,51,0,4,0,239.79,0,11.44,0.169,0,86.81
11814,43,1,2,0,44.49,0,30.91,0.158,0,51.9
11815,32,0,2,2,356.05,1,30.09,0.051,1,144.09
11816,26,0,2,1,371.19,0,18.59,0.364,1,166.55
11817,18,0,4,1,100.55,0,42.03,0.101,0,108.22
11818,27,0,4,0,11.46,0,24.88,0.434,1,123.94
11819,32,0,2,1,39.02,0,13.7,0.274,0,56.28
11820,25,1,4,1,39.01,0,32.65,0.55,0,97.89
11821,33,0,2,0,254.48,0,9.44,0.154,0,45.3
11822,35,0,4,1,84.94,0,7.76,0.432,1,103.31
11823,32,1,3,1,86.94,0,13.87,0.064,0,82.86
11824,28,1,1,1,75.22,0,61.17,0.586,1,145.66
11825,36,0,1,0,865.36,1,2.11,0.14,0,134.99
11826,39,0,1,0,156.71,0,36.33,0.355,0,98.75
11827,24,1,2,3,188.16,2,30.82,0.323,0,107.08
11828,49,0,3,3,70.58,0,10.05,0.262,0,85.03
11829,34,1,2,1,143.23,0,24.8,0.404,0,65.95
11830,35,0,4,2,46.02,0,20.12,0.195,0,92.04
11831,42,0,3,1,224.18,1,31.7,0.211,0,110.99
11832,37,1,3,0,37.49,0,31.82,0.291,1,142.81
11833,44,1,2,0,362.51,1,21.69,0.358,0,68.91
11834,37,1,4,1,61.44,1,23.38,0.4,0,56.28
11835,28,0,3,1,463.16,1,10.26,0.727,1,134.13
11836,38,1,4,1,1463.74,4,31.16,0.509,1,236.12
11837,23,0,4,3,148.61,0,9.12,0.433,1,174.39
11838,36,1,1,2,716.18,3,36.65,0.271,0,132.86
11839,34,1,1,2,365.67,0,73.3,0.376,0,125.59
11840,32,0,3,2,26.59,0,18.72,0.256,0,79.89
11841,33,1,4,2,169.54,1,21.4,0.526,0,81.94
11842,18,1,3,1,270.82,0,15.99,0.233,1,156.35
11843,29,1,2,0,304.07,1,46.69,0.378,0,109.1
11844,35,1,3,1,183.8,0,32.72,0.439,0,86.91
11845,36,0,2,1,180.98,0,49.14,0.802,0,125.35
11846,24,0,2,1,149.32,0,31.74,0.02,0,106.11
11847,47,0,2,2,174.13,0,29.56,0.667,1,192.44
11848,26,0,2,3,34.18,0,27.41,0.162,0,60.76
11849,44,1,2,1,111.78,1,39.11,0.401,0,89.71
11850,39,1,4,1,25.96,0,10.41,0.749,1,128.56
11851,28,1,3,2,81.68,0,25.57,0.242,0,88.91
11852,52,0,4,0,73.04,0,2.12,0.31,0,63.55
11853,23,1,3,0,67.65,0,9.82,0.493,1,121.49
11854,44,1,2,2,42.0,0,46.55,0.5,0,105.45
11855,45,1,3,2,205.03,0,57.21,0.53,1,170.11
11856,28,0,4,1,101.32,0,12.44,0.165,0,69.35
11857,48,1,4,2,89.61,0,24.6,0.399,0,93.73
11858,32,0,3,1,27.41,0,11.94,0.383,0,49.54
11859,37,0,2,1,103.81,0,41.77,0.392,1,150.11
11860,37,0,1,1,586.77,1,11.96,0.471,0,150.77
11861,33,1,1,0,597.63,2,12.41,0.65,1,186.8
11862,43,1,4,0,232.34,1,64.47,0.418,0,93.16
11863,42,1,2,3,104.15,0,41.51,0.583,0,96.1
11864,18,1,4,0,290.26,0,6.15,0.346,1,133.15
11865,48,0,2,0,66.63,0,7.48,0.854,0,89.06
11866,18,1,3,1,103.64,0,33.35,0.458,0,70.78
11867,45,1,1,0,60.88,0,22.67,0.021,0,68.86
11868,46,0,2,2,441.44,1,19.59,0.341,0,101.15
11869,24,1,2,0,378.42,0,24.6,0.158,0,154.09
11870,30,0,3,1,142.36,0,4.69,0.491,0,79.96
11871,23,1,2,1,1185.01,4,25.47,0.074,0,228.92
11872,32,0,3,2,243.48,1,65.61,0.57,1,178.34
11873,31,0,2,1,227.57,1,3.81,0.712,0,107.05
11874,42,1,3,1,200.13,1,27.23,0.599,0,81.15
11875,48,0,1,3,32.63,0,63.86,0.101,0,127.08
11876,48,0,3,0,50.75,0,29.99,0.364,0,63.97
11877,29,0,2,1,138.99,2,30.17,0.384,1,127.86
11878,32,0,3,3,140.38,0,56.22,0.218,1,171.56
11879,18,1,2,1,301.18,0,37.55,0.366,0,108.28
11880,26,1,3,2,66.59,0,14.78,0.508,0,56.69
11881,44,1,4,0,161.55,0,32.9,0.475,0,76.8
11882,51,1,1,0,165.05,0,35.99,0.111,1,89.73
11883,22,0,1,0,173.09,1,21.46,0.44,1,117.66
11884,29,0,3,3,151.37,1,19.74,0.535,1,151.61
11885,34,1,3,3,27.53,0,7.92,0.754,0,89.26
11886,37,1,2,1,9.84,0,19.36,0.614,1,126.0
11887,26,0,2,0,47.94,0,19.7,0.651,0,81.12
11888,39,0,1,0,78.46,1,40.64,0.384,0,97.56
11889,30,1,2,1,36.08,0,40.55,0.39,0,91.28
11890,34,1,2,1,138.82,1,22.74,0.214,1,143.91
11891,40,1,3,2,549.02,0,14.76,0.289,1,146.5
11892,35,0,2,2,354.69,0,8.92,0.595,1,200.59
11893,30,1,3,2,259.72,0,14.14,0.238,0,76.28
11894,33,0,4,1,484.14,0,29.71,0.491,0,99.49
11895,34,1,2,2,48.93,0,26.56,0.647,0,99.35
11896,31,1,3,2,85.79,0,38.73,0.138,1,169.06
11897,32,1,4,1,310.39,0,23.67,0.29,1,148.59
11898,50,0,2,1,83.98,0,28.71,0.381,0,114.43
11899,40,1,2,0,89.68,0,5.18,0.627,0,55.88
11900,32,1,4,1,1387.01,4,21.34,0.477,0,201.45
11901,41,1,4,3,166.42,0,16.16,0.574,0,114.67
11902,31,0,2,1,1231.95,3,14.41,0.188,1,227.67
11903,46,0,1,3,16.64,0,27.22,0.433,0,138.92
11904,38,1,2,0,69.61,0,60.7,0.779,1,151.71
11905,33,1,2,2,242.4,1,41.83,0.491,1,150.69
11906,39,1,2,2,166.08,0,20.53,0.222,0,98.48
11907,19,0,3,1,12.6,0,27.83,0.39,0,82.68
11908,23,0,4,3,112.67,0,37.2,0.494,1,184.09
11909,23,1,2,1,2885.98,4,17.74,0.332,1,386.07
11910,36,1,3,0,199.6,0,43.5,0.327,1,106.47
11911,52,0,1,0,306.53,1,20.34,0.334,0,104.3
11912,57,0,1,1,68.53,0,51.97,0.431,1,133.01
11913,41,1,3,3,198.73,0,35.94,0.382,0,138.37
11914,40,0,1,0,146.23,1,33.02,0.158,0,95.23
11915,18,1,2,1,568.26,1,26.22,0.653,0,121.57
11916,29,0,4,2,546.97,3,38.86,0.633,1,174.35
11917,27,1,2,0,242.02,0,20.27,0.296,1,116.09
11918,28,0,3,0,161.61,1,10.84,0.366,0,76.58
11919,33,1,2,1,19.79,0,23.08,0.286,0,81.84
11920,30,0,1,0,18.98,0,49.5,0.617,0,74.51
11921,18,1,3,0,163.74,0,7.24,0.622,0,73.33
11922,42,0,3,0,423.93,1,32.83,0.195,0,145.48
11923,24,1,2,0,733.7,0,25.58,0.58,1,212.39
11924,37,1,3,1,51.02,0,15.64,0.469,1,112.38
11925,55,1,4,1,24.26,0,28.64,0.666,1,163.21
11926,25,1,3,2,454.66,1,12.57,0.485,1,159.89
11927,18,1,2,1,55.83,0,24.17,0.299,0,62.28
11928,32,1,3,3,22.37,0,34.04,0.464,0,119.36
11929,46,1,3,2,82.07,0,7.56,0.447,0,69.54
11930,54,1,3,3,80.37,0,35.52,0.252,0,93.29
11931,22,0,2,1,723.58,2,8.05,0.32,1,137.9
11932,39,1,1,2,419.37,0,44.94,0.828,0,132.44
11933,30,0,3,2,61.26,1,15.48,0.268,0,68.29
11934,33,0,2,1,794.37,1,12.23,0.379,0,175.07
11935,61,0,3,0,172.44,0,26.68,0.465,1,131.96
11936,19,0,4,1,530.07,1,6.47,0.344,1,149.95
11937,37,1,4,0,729.69,1,44.89,0.379,0,135.58
11938,39,1,2,0,108.3,0,22.33,0.344,1,103.56
11939,45,1,2,1,294.59,0,11.98,0.413,1,126.65
11940,35,1,3,1,91.09,0,25.28,0.129,0,130.74
11941,38,1,3,3,453.1,0,11.7,0.262,0,129.62
11942,31,1,4,1,165.39,0,46.64,0.102,0,86.9
11943,37,0,3,1,469.84,0,20.88,0.371,1,153.62
11944,31,1,2,1,924.92,2,31.6,0.636,0,176.29
11945,41,1,3,1,286.2,0,57.85,0.176,1,134.42
11946,31,1,3,1,132.67,0,50.46,0.447,0,84.18
11947,38,1,3,2,135.34,0,75.26,0.534,1,187.39
11948,34,1,3,1,4.27,0,13.42,0.408,0,55.83
11949,46,0,2,1,63.1,0,26.01,0.349,0,54.1
11950,34,0,1,1,454.45,2,19.92,0.677,1,148.93
11951,18,1,2,2,475.26,1,49.11,0.632,0,122.34
11952,47,1,2,3,61.47,0,54.83,0.616,1,201.08
11953,25,1,1,1,180.82,0,71.05,0.664,1,185.76
11954,28,0,3,1,118.26,0,44.0,0.297,0,42.37
11955,29,0,2,2,339.52,0,21.55,0.22,0,106.51
11956,48,1,4,2,2101.36,2,23.76,0.721,1,356.49
11957,18,1,2,1,347.29,1,27.14,0.379,0,120.56
11958,65,1,1,0,66.41,0,10.22,0.82,1,121.9
11959,45,0,2,1,135.08,0,19.99,0.21,0,102.6
11960,37,0,2,1,798.16,1,85.65,0.273,0,172.74
11961,34,1,4,1,27.37,0,44.23,0.361,0,69.94
11962,37,0,1,0,70.95,0,13.82,0.074,0,50.6
11963,40,1,2,0,347.91,0,25.6,0.131,0,123.26
11964,41,1,4,1,701.48,1,28.07,0.358,0,144.19
11965,40,0,2,3,308.2,0,17.82,0.095,0,108.66
11966,35,1,1,3,71.66,0,22.42,0.388,1,129.64
11967,33,1,2,1,282.55,0,12.24,0.171,0,87.95
11968,33,0,2,2,244.0,0,33.7,0.475,0,101.01
11969,33,0,2,0,226.1,0,34.11,0.469,0,70.92
11970,46,0,2,1,132.09,1,52.31,0.039,0,92.31
11971,40,1,3,0,158.16,0,19.19,0.563,1,140.02
11972,18,1,4,2,49.95,0,32.61,0.253,0,155.97
11973,41,1,1,3,2910.98,2,15.96,0.928,1,424.62
11974,36,1,2,2,179.18,0,47.57,0.395,1,163.76
11975,34,1,2,1,286.64,0,37.23,0.409,1,139.56
11976,31,1,3,2,114.26,0,8.62,0.19,0,124.83
11977,46,1,2,3,409.27,1,28.25,0.316,0,137.55
11978,44,0,3,0,31.25,0,25.64,0.087,0,75.63
11979,27,1,3,2,18.27,0,45.33,0.58,1,162.05
11980,39,1,1,0,143.08,0,42.66,0.162,0,140.82
11981,25,1,3,2,1745.62,5,29.19,0.299,1,307.74
11982,21,1,1,0,632.69,0,44.04,0.412,1,175.74
11983,28,0,2,0,56.25,0,11.89,0.207,0,63.0
11984,43,1,2,2,275.7,2,28.83,0.665,1,177.22
11985,44,0,2,0,69.19,0,8.51,0.19,1,85.27
11986,40,1,3,0,247.57,0,20.17,0.268,1,121.67
11987,42,1,3,1,271.86,0,31.26,0.417,1,176.34
11988,40,1,2,2,451.14,1,16.51,0.244,1,138.84
11989,28,1,4,0,22.67,0,41.96,0.429,0,65.56
11990,39,1,2,2,32.5,0,56.74,0.581,0,95.59
11991,43,0,1,2,135.55,1,21.51,0.482,0,78.78
11992,42,1,1,1,43.0,0,6.9,0.46,0,71.09
11993,46,1,3,1,39.19,0,43.6,0.236,0,85.0
11994,42,1,4,0,205.66,1,8.38,0.468,0,53.17
11995,38,0,3,1,49.44,0,33.72,0.256,1,111.01
11996,45,1,4,0,2228.73,3,20.16,0.238,1,308.35
11997,34,0,2,0,78.27,0,4.35,0.385,0,41.62
11998,26,1,2,1,107.31,1,35.43,0.382,1,110.46
11999,33,0,3,1,212.1,0,28.42,0.275,0,74.42
12000,27,1,3,2,24.3,0,50.72,0.187,0,94.13
12001,28,1,2,1,273.2,0,22.15,0.351,1,133.63
12002,33,0,4,3,223.58,0,18.13,0.533,0,119.54
12003,27,1,1,0,97.6,0,18.6,0.186,0,89.78
12004,31,1,2,0,206.17,0,20.72,0.803,0,64.12
12005,18,0,3,1,248.13,2,10.6,0.384,1,121.66
12006,37,1,3,0,830.67,1,8.6,0.261,1,179.81
12007,35,0,2,2,2981.89,6,38.36,0.409,1,424.0
12008,26,0,2,1,41.52,0,18.07,0.45,0,95.57
12009,41,0,2,1,31.29,0,32.6,0.532,1,131.53
12010,44,1,3,1,167.89,1,1.86,0.409,0,81.89
12011,18,0,3,1,12.25,0,17.85,0.113,0,88.82
12012,27,1,3,1,323.53,1,29.66,0.04,1,129.44
12013,27,1,2,0,169.98,0,10.62,0.096,1,64.82
12014,25,0,4,0,230.61,0,67.94,0.597,1,210.55
12015,43,1,3,1,103.1,0,3.67,0.433,0,92.58
12016,33,0,2,0,201.55,0,11.57,0.577,1,121.03
12017,32,1,2,2,261.57,0,50.13,0.442,0,110.34
12018,18,0,2,0,188.68,0,9.41,0.243,0,32.46
12019,41,0,2,0,29.54,0,4.27,0.15,0,68.5
12020,22,1,4,0,182.44,0,40.26,0.23,0,81.1
12021,35,1,3,1,1373.01,3,38.25,0.554,1,288.05
12022,37,0,4,0,198.16,2,14.58,0.447,0,64.69
12023,48,1,2,0,174.94,0,12.03,0.547,0,46.68
12024,21,0,3,1,964.92,2,61.32,0.445,1,206.85
12025,18,1,2,1,60.66,1,18.77,0.25,0,89.54
12026,36,1,1,2,431.65,1,16.65,0.472,0,83.14
12027,53,0,3,2,78.56,1,24.31,0.317,1,157.0
12028,47,0,1,0,546.7,0,42.38,0.091,1,135.58
12029,37,0,3,0,386.7,2,20.42,0.692,1,168.54
12030,30,0,3,1,90.49,0,23.48,0.183,0,37.52
12031,43,0,3,2,107.86,0,40.06,0.145,0,68.33
12032,25,1,1,3,479.8,0,16.73,0.645,0,148.84
12033,39,1,3,0,16.01,0,23.62,0.4,0,51.98
12034,40,0,4,1,87.33,0,25.88,0.364,0,98.31
12035,45,1,4,2,312.47,0,45.96,0.321,0,111.03
12036,62,1,3,2,102.54,0,13.57,0.515,1,130.33
12037,38,1,3,0,174.48,1,1.21,0.249,0,39.3
12038,29,1,2,1,12.82,0,17.49,0.611,0,69.16
12039,34,1,3,0,53.23,0,62.75,0.748,1,138.82
12040,18,1,3,0,335.41,1,15.77,0.163,0,102.97
12041,28,0,3,1,60.27,0,37.96,0.643,1,179.63
12042,30,0,3,0,31.1,0,23.87,0.107,0,73.06
12043,29,0,2,2,530.56,1,12.53,0.12,1,186.83
12044,36,0,1,2,275.56,0,17.63,0.469,0,99.8
12045,26,1,3,2,40.2,0,43.7,0.121,0,128.22
12046,46,0,2,1,175.25,0,25.61,0.422,0,133.78
12047,35,1,2,0,41.8,1,5.84,0.147,0,49.76
12048,34,0,1,0,123.6,0,7.56,0.114,0,53.05
12049,31,1,2,1,183.31,0,15.67,0.555,1,123.26
12050,36,1,3,1,56.25,1,40.31,0.105,1,96.09
12051,43,0,3,1,361.69,0,22.53,0.254,1,144.51
12052,26,0,1,1,435.64,1,19.93,0.33,0,114.78
12053,28,1,2,1,203.62,1,21.59,0.56,0,79.9
12054,31,0,2,0,243.9,1,22.83,0.431,0,111.15
